id,date,time,accident_type,severity,district,vehicles_count,injured,killed,weather
1394,2025-07-20,07:27,Наезд на препятствие,Лёгкое,Кировский,1,0,0,Облачно
1395,2025-07-20,14:10,Опрокидывание,Тяжёлое,Орджоникидзевский,1,4,0,Облачно
1396,2025-07-21,08:34,Столкновение,Средней тяжести,Верх-Исетский,2,1,0,Облачно
1397,2025-07-21,16:09,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,1,0,Ясно
1398,2025-07-21,21:05,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
1399,2025-07-21,16:26,Столкновение,Средней тяжести,Кировский,2,1,0,Облачно
1400,2025-07-21,17:25,Наезд на препятствие,Лёгкое,Верх-Исетский,1,0,0,Дождь
1401,2025-07-21,11:22,Столкновение,Средней тяжести,Орджоникидзевский,4,2,0,Ясно
1402,2025-07-21,11:45,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,0,0,Дождь
1403,2025-07-21,14:01,Столкновение,Средней тяжести,Верх-Исетский,2,1,0,Ясно
1404,2025-07-21,16:06,Столкновение,Лёгкое,Октябрьский,2,0,0,Облачно
1405,2025-07-21,11:50,Наезд на пешехода,Средней тяжести,Верх-Исетский,1,1,0,Дождь
1406,2025-07-22,17:05,Падение пассажира,Лёгкое,Кировский,1,2,0,Ясно
1407,2025-07-22,17:57,Столкновение,Лёгкое,Чкаловский,2,2,0,Облачно
1408,2025-07-22,09:07,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
1409,2025-07-22,09:26,Столкновение,Средней тяжести,Октябрьский,2,1,0,Ясно
1410,2025-07-22,08:23,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Ясно
1411,2025-07-22,19:45,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
1412,2025-07-22,18:57,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Облачно
1413,2025-07-22,18:46,Наезд на пешехода,Средней тяжести,Орджоникидзевский,1,2,0,Облачно
1414,2025-07-22,12:47,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
1415,2025-07-22,20:12,Наезд на препятствие,Средней тяжести,Кировский,1,2,0,Ясно
1416,2025-07-22,15:54,Столкновение,Средней тяжести,Верх-Исетский,2,3,0,Облачно
1417,2025-07-22,20:00,Наезд на пешехода,Средней тяжести,Чкаловский,1,3,0,Ясно
1418,2025-07-22,12:12,Столкновение,Лёгкое,Железнодорожный,2,2,0,Дождь
1419,2025-07-23,18:59,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Дождь
1420,2025-07-23,19:44,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Облачно
1421,2025-07-23,07:34,Наезд на пешехода,Лёгкое,Чкаловский,1,1,0,Облачно
1422,2025-07-23,22:03,Наезд на пешехода,Средней тяжести,Орджоникидзевский,1,2,0,Ясно
1423,2025-07-24,18:12,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,1,0,Дождь
1424,2025-07-24,12:41,Столкновение,Тяжёлое,Верх-Исетский,2,2,0,Ясно
1425,2025-07-24,11:03,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Дождь
1426,2025-07-24,09:04,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
1427,2025-07-24,16:41,Наезд на препятствие,Лёгкое,Верх-Исетский,1,1,0,Дождь
1428,2025-07-25,19:10,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
1429,2025-07-25,15:07,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
1430,2025-07-25,07:38,Наезд на стоящее ТС,Тяжёлое,Орджоникидзевский,2,1,0,Ясно
1431,2025-07-26,17:13,Наезд на стоящее ТС,Средней тяжести,Ленинский,2,1,0,Ясно
1432,2025-07-26,15:21,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
1433,2025-07-26,16:25,Столкновение,Лёгкое,Октябрьский,2,0,0,Ясно
1434,2025-07-26,15:00,Опрокидывание,Средней тяжести,Октябрьский,1,3,0,Дождь
1435,2025-07-26,18:43,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
1436,2025-07-26,09:22,Наезд на пешехода,Лёгкое,Железнодорожный,1,0,0,Облачно
1437,2025-07-26,08:34,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Облачно
1438,2025-07-26,21:30,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
1439,2025-07-26,09:15,Столкновение,Средней тяжести,Октябрьский,2,1,0,Ясно
1440,2025-07-27,16:13,Падение пассажира,Лёгкое,Железнодорожный,1,1,0,Ясно
1441,2025-07-27,18:58,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,2,0,Облачно
1442,2025-07-27,12:27,Наезд на стоящее ТС,Средней тяжести,Ленинский,2,2,0,Дождь
1443,2025-07-28,11:15,Наезд на стоящее ТС,Средней тяжести,Чкаловский,2,1,0,Облачно
1444,2025-07-28,14:13,Столкновение,Лёгкое,Железнодорожный,3,0,0,Облачно
1445,2025-07-28,19:29,Столкновение,Средней тяжести,Октябрьский,2,2,0,Ясно
1446,2025-07-28,19:49,Столкновение,Лёгкое,Кировский,2,0,0,Ясно
1447,2025-07-28,15:54,Опрокидывание,Лёгкое,Орджоникидзевский,1,1,0,Облачно
1448,2025-07-28,16:40,Столкновение,Средней тяжести,Октябрьский,2,2,0,Ясно
1449,2025-07-28,16:56,Наезд на стоящее ТС,Тяжёлое,Чкаловский,2,1,1,Дождь
1450,2025-07-28,18:44,Наезд на пешехода,Средней тяжести,Чкаловский,1,2,0,Дождь
1451,2025-07-28,07:59,Падение пассажира,Лёгкое,Ленинский,1,1,0,Ясно
1452,2025-07-28,09:07,Наезд на препятствие,Лёгкое,Ленинский,1,0,0,Ясно
1453,2025-07-29,09:20,Наезд на пешехода,Лёгкое,Железнодорожный,1,1,0,Ясно
1454,2025-07-29,09:12,Наезд на стоящее ТС,Лёгкое,Кировский,2,0,0,Дождь
1455,2025-07-29,12:17,Опрокидывание,Лёгкое,Октябрьский,1,1,0,Ясно
1456,2025-07-29,08:55,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,0,0,Ясно
1457,2025-07-30,14:16,Наезд на стоящее ТС,Средней тяжести,Ленинский,2,2,0,Облачно
1458,2025-07-30,10:02,Столкновение,Лёгкое,Чкаловский,3,0,0,Ясно
1459,2025-07-30,02:04,Падение пассажира,Лёгкое,Верх-Исетский,1,1,0,Облачно
1460,2025-07-30,12:41,Опрокидывание,Лёгкое,Железнодорожный,1,1,0,Дождь
1461,2025-07-30,10:51,Столкновение,Лёгкое,Кировский,2,1,0,Облачно
1462,2025-07-31,10:04,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,0,0,Дождь
1463,2025-07-31,06:11,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Дождь
1464,2025-07-31,15:01,Столкновение,Средней тяжести,Ленинский,2,2,0,Ясно
1465,2025-08-01,20:47,Столкновение,Лёгкое,Ленинский,2,0,0,Облачно
1466,2025-08-01,09:55,Столкновение,Лёгкое,Октябрьский,2,0,0,Дождь
1467,2025-08-01,11:44,Наезд на стоящее ТС,Тяжёлое,Железнодорожный,2,2,0,Ясно
1468,2025-08-01,18:55,Опрокидывание,Лёгкое,Железнодорожный,1,0,0,Дождь
1469,2025-08-01,11:20,Столкновение,Лёгкое,Кировский,2,1,0,Ясно
1470,2025-08-02,01:12,Столкновение,Средней тяжести,Ленинский,2,3,0,Дождь
1471,2025-08-02,18:46,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Ясно
1472,2025-08-02,09:26,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
1473,2025-08-02,14:28,Опрокидывание,Лёгкое,Верх-Исетский,1,0,0,Дождь
1474,2025-08-02,10:23,Столкновение,Средней тяжести,Ленинский,2,2,0,Ясно
1475,2025-08-02,18:31,Наезд на стоящее ТС,Тяжёлое,Верх-Исетский,2,1,0,Дождь
1476,2025-08-02,16:02,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Облачно
1477,2025-08-02,05:52,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Ясно
1478,2025-08-03,16:41,Наезд на препятствие,Лёгкое,Чкаловский,1,1,0,Ясно
1479,2025-08-03,16:05,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Облачно
1480,2025-08-03,17:35,Столкновение,Средней тяжести,Кировский,4,1,0,Ясно
1481,2025-08-03,15:31,Опрокидывание,Лёгкое,Октябрьский,1,1,0,Ясно
1482,2025-08-03,16:05,Столкновение,Лёгкое,Орджоникидзевский,4,1,0,Ясно
1483,2025-08-03,18:18,Опрокидывание,Средней тяжести,Орджоникидзевский,1,1,0,Ясно
1484,2025-08-03,12:01,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
1485,2025-08-03,11:07,Столкновение,Лёгкое,Октябрьский,2,0,0,Ясно
1486,2025-08-03,17:14,Столкновение,Лёгкое,Чкаловский,2,1,0,Дождь
1487,2025-08-03,20:38,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Дождь
1488,2025-08-04,17:02,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,1,0,Облачно
1489,2025-08-04,19:28,Падение пассажира,Лёгкое,Октябрьский,1,1,0,Ясно
1490,2025-08-04,14:55,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
1491,2025-08-04,17:48,Наезд на препятствие,Средней тяжести,Верх-Исетский,1,2,0,Ясно
1492,2025-08-04,18:27,Столкновение,Средней тяжести,Кировский,2,2,0,Ясно
1493,2025-08-04,21:08,Наезд на пешехода,Средней тяжести,Железнодорожный,1,1,0,Облачно
1494,2025-08-04,07:09,Наезд на препятствие,Лёгкое,Октябрьский,1,1,0,Облачно
1495,2025-08-04,13:51,Наезд на пешехода,Тяжёлое,Кировский,1,2,0,Облачно
1496,2025-08-05,08:25,Столкновение,Лёгкое,Чкаловский,2,0,0,Дождь
1497,2025-08-05,15:31,Наезд на пешехода,Средней тяжести,Чкаловский,1,3,0,Облачно
1498,2025-08-05,21:21,Столкновение,Лёгкое,Чкаловский,2,0,0,Дождь
1499,2025-08-05,20:12,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
1500,2025-08-06,01:57,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Облачно
1501,2025-08-06,18:51,Столкновение,Средней тяжести,Октябрьский,2,1,0,Ясно
1502,2025-08-06,17:42,Опрокидывание,Тяжёлое,Чкаловский,1,2,0,Ясно
1503,2025-08-06,16:37,Наезд на стоящее ТС,Средней тяжести,Кировский,2,3,0,Облачно
1504,2025-08-06,21:45,Наезд на пешехода,Тяжёлое,Октябрьский,1,3,0,Облачно
1505,2025-08-07,14:34,Столкновение,Средней тяжести,Октябрьский,3,2,0,Облачно
1506,2025-08-07,09:18,Столкновение,Лёгкое,Железнодорожный,2,1,0,Облачно
1507,2025-08-07,08:53,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Ясно
1508,2025-08-07,17:07,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
1509,2025-08-07,05:44,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Ясно
1510,2025-08-07,06:47,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
1511,2025-08-07,06:21,Столкновение,Лёгкое,Октябрьский,2,1,0,Ясно
1512,2025-08-07,14:25,Наезд на препятствие,Лёгкое,Чкаловский,1,1,0,Ясно
1513,2025-08-08,17:17,Столкновение,Лёгкое,Ленинский,2,0,0,Дождь
1514,2025-08-08,16:55,Опрокидывание,Средней тяжести,Верх-Исетский,1,2,0,Ясно
1515,2025-08-08,21:19,Наезд на стоящее ТС,Лёгкое,Ленинский,2,1,0,Ясно
1516,2025-08-08,12:38,Наезд на пешехода,Лёгкое,Чкаловский,1,2,0,Ясно
1517,2025-08-08,19:51,Наезд на препятствие,Лёгкое,Ленинский,1,0,0,Ясно
1518,2025-08-09,18:18,Столкновение,Тяжёлое,Ленинский,2,2,0,Ясно
1519,2025-08-09,07:09,Столкновение,Средней тяжести,Ленинский,2,1,0,Ясно
1520,2025-08-09,12:25,Столкновение,Средней тяжести,Октябрьский,2,3,0,Дождь
1521,2025-08-09,09:42,Столкновение,Средней тяжести,Чкаловский,2,2,0,Ясно
1522,2025-08-09,15:55,Опрокидывание,Средней тяжести,Октябрьский,1,1,0,Ясно
1523,2025-08-09,08:17,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Облачно
1524,2025-08-09,11:06,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
1525,2025-08-10,19:24,Опрокидывание,Тяжёлое,Чкаловский,1,1,0,Дождь
1526,2025-08-10,12:21,Столкновение,Лёгкое,Железнодорожный,2,1,0,Облачно
1527,2025-08-10,16:14,Наезд на препятствие,Средней тяжести,Октябрьский,1,3,0,Ясно
1528,2025-08-10,18:12,Столкновение,Лёгкое,Кировский,2,1,0,Облачно
1529,2025-08-10,20:37,Наезд на препятствие,Лёгкое,Ленинский,1,2,0,Ясно
1530,2025-08-10,23:36,Иное,Лёгкое,Ленинский,2,1,0,Дождь
1531,2025-08-11,08:10,Столкновение,Лёгкое,Верх-Исетский,2,2,0,Ясно
1532,2025-08-11,19:11,Наезд на стоящее ТС,Средней тяжести,Кировский,2,1,0,Ясно
1533,2025-08-11,15:34,Наезд на стоящее ТС,Средней тяжести,Чкаловский,2,1,0,Дождь
1534,2025-08-11,23:02,Наезд на стоящее ТС,Средней тяжести,Кировский,2,2,0,Ясно
1535,2025-08-11,00:06,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Ясно
1536,2025-08-11,00:14,Наезд на препятствие,Средней тяжести,Орджоникидзевский,1,1,0,Облачно
1537,2025-08-12,07:39,Наезд на препятствие,Лёгкое,Чкаловский,1,0,0,Ясно
1538,2025-08-12,15:36,Столкновение,Тяжёлое,Железнодорожный,2,3,0,Ясно
1539,2025-08-12,15:09,Опрокидывание,Лёгкое,Чкаловский,1,1,0,Дождь
1540,2025-08-12,09:16,Наезд на стоящее ТС,Тяжёлое,Орджоникидзевский,2,4,0,Ясно
1541,2025-08-13,18:11,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Облачно
1542,2025-08-13,16:11,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Ясно
1543,2025-08-13,17:03,Наезд на пешехода,Лёгкое,Кировский,1,1,0,Ясно
1544,2025-08-13,13:45,Столкновение,Тяжёлое,Кировский,2,2,0,Дождь
1545,2025-08-13,07:50,Наезд на пешехода,Лёгкое,Железнодорожный,1,0,0,Ясно
1546,2025-08-13,09:31,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,1,0,Облачно
1547,2025-08-13,18:54,Наезд на стоящее ТС,Средней тяжести,Орджоникидзевский,2,1,0,Ясно
1548,2025-08-13,16:08,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,1,0,Ясно
1549,2025-08-13,21:56,Столкновение,Средней тяжести,Верх-Исетский,4,2,0,Облачно
1550,2025-08-14,07:27,Столкновение,Лёгкое,Ленинский,2,2,0,Дождь
1551,2025-08-14,07:49,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Облачно
1552,2025-08-14,18:04,Столкновение,Средней тяжести,Верх-Исетский,2,3,0,Ясно
1553,2025-08-14,19:53,Столкновение,Тяжёлое,Верх-Исетский,2,2,0,Ясно
1554,2025-08-14,16:26,Наезд на стоящее ТС,Лёгкое,Кировский,2,0,0,Ясно
1555,2025-08-15,08:27,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
1556,2025-08-15,14:17,Столкновение,Лёгкое,Чкаловский,2,1,0,Облачно
1557,2025-08-15,09:55,Иное,Лёгкое,Верх-Исетский,2,0,0,Ясно
1558,2025-08-15,23:48,Наезд на пешехода,Лёгкое,Чкаловский,1,1,0,Ясно
1559,2025-08-15,07:11,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,0,0,Ясно
1560,2025-08-15,14:27,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Ясно
1561,2025-08-15,11:09,Наезд на препятствие,Средней тяжести,Орджоникидзевский,1,3,0,Ясно
1562,2025-08-15,14:37,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Облачно
1563,2025-08-15,06:10,Наезд на стоящее ТС,Средней тяжести,Железнодорожный,2,1,0,Облачно
1564,2025-08-15,16:54,Столкновение,Средней тяжести,Железнодорожный,2,3,0,Ясно
1565,2025-08-16,11:00,Иное,Лёгкое,Железнодорожный,1,2,0,Ясно
1566,2025-08-16,13:54,Столкновение,Средней тяжести,Октябрьский,2,3,0,Облачно
1567,2025-08-16,18:48,Столкновение,Средней тяжести,Кировский,2,2,0,Дождь
1568,2025-08-17,10:02,Наезд на пешехода,Лёгкое,Октябрьский,1,0,0,Облачно
1569,2025-08-17,20:28,Столкновение,Средней тяжести,Октябрьский,3,2,0,Ясно
1570,2025-08-17,10:37,Наезд на стоящее ТС,Лёгкое,Кировский,2,0,0,Ясно
1571,2025-08-17,18:10,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Ясно
1572,2025-08-17,12:25,Наезд на пешехода,Лёгкое,Кировский,1,0,0,Ясно
1573,2025-08-17,17:21,Столкновение,Лёгкое,Чкаловский,2,0,0,Ясно
1574,2025-08-18,16:59,Наезд на стоящее ТС,Лёгкое,Октябрьский,2,2,0,Ясно
1575,2025-08-18,23:39,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
1576,2025-08-18,02:48,Наезд на препятствие,Средней тяжести,Октябрьский,1,1,0,Облачно
1577,2025-08-18,00:34,Наезд на пешехода,Средней тяжести,Кировский,1,3,0,Ясно
1578,2025-08-18,18:39,Иное,Лёгкое,Верх-Исетский,2,0,0,Облачно
1579,2025-08-18,23:26,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Ясно
1580,2025-08-19,08:49,Столкновение,Лёгкое,Кировский,4,0,0,Ясно
1581,2025-08-19,22:52,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
1582,2025-08-19,17:49,Наезд на пешехода,Лёгкое,Ленинский,1,0,0,Ясно
1583,2025-08-19,18:16,Наезд на стоящее ТС,Лёгкое,Орджоникидзевский,2,0,0,Дождь
1584,2025-08-19,07:35,Столкновение,Лёгкое,Орджоникидзевский,2,1,0,Дождь
1585,2025-08-19,21:03,Наезд на препятствие,Лёгкое,Ленинский,1,0,0,Ясно
1586,2025-08-19,17:46,Опрокидывание,Лёгкое,Верх-Исетский,1,1,0,Дождь
1587,2025-08-20,19:06,Наезд на препятствие,Тяжёлое,Верх-Исетский,1,1,0,Дождь
1588,2025-08-20,13:45,Столкновение,Лёгкое,Октябрьский,2,0,0,Дождь
1589,2025-08-20,17:59,Наезд на препятствие,Средней тяжести,Орджоникидзевский,1,1,0,Ясно
1590,2025-08-20,09:44,Столкновение,Средней тяжести,Ленинский,3,2,0,Дождь
1591,2025-08-20,12:38,Опрокидывание,Средней тяжести,Кировский,1,3,0,Дождь
1592,2025-08-20,14:43,Столкновение,Лёгкое,Орджоникидзевский,2,2,0,Ясно
1593,2025-08-20,08:03,Иное,Средней тяжести,Кировский,1,1,0,Дождь
1594,2025-08-20,17:58,Столкновение,Лёгкое,Октябрьский,2,0,0,Ясно
1595,2025-08-20,18:02,Столкновение,Лёгкое,Ленинский,2,1,0,Ясно
1596,2025-08-20,13:06,Опрокидывание,Лёгкое,Железнодорожный,1,2,0,Дождь
1597,2025-08-20,08:52,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Ясно
1598,2025-08-20,11:49,Столкновение,Средней тяжести,Орджоникидзевский,2,1,0,Дождь
1599,2025-08-21,18:11,Иное,Лёгкое,Октябрьский,1,1,0,Облачно
1600,2025-08-21,05:16,Столкновение,Средней тяжести,Железнодорожный,2,3,0,Дождь
1601,2025-08-21,19:12,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Дождь
1602,2025-08-21,16:53,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Дождь
1603,2025-08-21,09:17,Столкновение,Лёгкое,Верх-Исетский,3,0,0,Ясно
1604,2025-08-21,09:59,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Дождь
1605,2025-08-21,20:52,Падение пассажира,Лёгкое,Верх-Исетский,1,0,0,Ясно
1606,2025-08-21,06:42,Столкновение,Лёгкое,Кировский,2,0,0,Облачно
1607,2025-08-21,08:03,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Ясно
1608,2025-08-22,08:30,Столкновение,Тяжёлое,Кировский,2,3,1,Дождь
1609,2025-08-22,12:22,Столкновение,Лёгкое,Ленинский,2,0,0,Ясно
1610,2025-08-22,17:59,Столкновение,Лёгкое,Верх-Исетский,3,1,0,Ясно
1611,2025-08-22,18:39,Наезд на пешехода,Лёгкое,Кировский,1,1,0,Ясно
1612,2025-08-23,07:46,Наезд на пешехода,Тяжёлое,Чкаловский,1,4,2,Дождь
1613,2025-08-23,18:54,Столкновение,Лёгкое,Кировский,2,0,0,Облачно
1614,2025-08-24,08:23,Столкновение,Лёгкое,Октябрьский,3,2,0,Ясно
1615,2025-08-24,15:44,Столкновение,Лёгкое,Октябрьский,2,0,0,Дождь
1616,2025-08-24,13:19,Наезд на пешехода,Лёгкое,Верх-Исетский,1,1,0,Дождь
1617,2025-08-24,17:22,Наезд на препятствие,Тяжёлое,Кировский,1,4,0,Ясно
1618,2025-08-24,16:06,Наезд на пешехода,Лёгкое,Орджоникидзевский,1,0,0,Ясно
1619,2025-08-25,14:48,Наезд на пешехода,Лёгкое,Верх-Исетский,1,0,0,Дождь
1620,2025-08-25,09:10,Столкновение,Средней тяжести,Орджоникидзевский,2,2,0,Ясно
1621,2025-08-25,13:07,Столкновение,Лёгкое,Кировский,2,2,0,Облачно
1622,2025-08-25,10:57,Столкновение,Средней тяжести,Верх-Исетский,2,1,0,Ясно
1623,2025-08-25,23:50,Столкновение,Средней тяжести,Ленинский,2,1,0,Дождь
1624,2025-08-25,17:10,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Облачно
1625,2025-08-26,21:26,Наезд на пешехода,Средней тяжести,Верх-Исетский,1,3,0,Облачно
1626,2025-08-26,16:48,Наезд на пешехода,Лёгкое,Чкаловский,1,0,0,Ясно
1627,2025-08-26,20:32,Наезд на стоящее ТС,Лёгкое,Ленинский,2,2,0,Ясно
1628,2025-08-26,16:11,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Дождь
1629,2025-08-26,09:31,Наезд на препятствие,Лёгкое,Верх-Исетский,1,1,0,Ясно
1630,2025-08-26,08:50,Столкновение,Средней тяжести,Кировский,2,3,0,Облачно
1631,2025-08-26,12:48,Столкновение,Тяжёлое,Ленинский,3,1,0,Ясно
1632,2025-08-26,15:18,Столкновение,Лёгкое,Чкаловский,2,1,0,Ясно
1633,2025-08-26,13:10,Столкновение,Средней тяжести,Чкаловский,2,2,0,Облачно
1634,2025-08-26,09:13,Столкновение,Средней тяжести,Кировский,2,2,0,Ясно
1635,2025-08-27,14:48,Столкновение,Лёгкое,Железнодорожный,3,0,0,Ясно
1636,2025-08-27,16:24,Наезд на препятствие,Лёгкое,Железнодорожный,1,0,0,Ясно
1637,2025-08-27,18:40,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
1638,2025-08-27,17:54,Наезд на стоящее ТС,Лёгкое,Кировский,2,1,0,Ясно
1639,2025-08-27,11:03,Наезд на стоящее ТС,Лёгкое,Верх-Исетский,2,0,0,Ясно
1640,2025-08-27,10:45,Столкновение,Средней тяжести,Ленинский,2,2,0,Ясно
1641,2025-08-27,15:32,Столкновение,Лёгкое,Железнодорожный,2,1,0,Дождь
1642,2025-08-27,13:17,Столкновение,Лёгкое,Октябрьский,2,0,0,Облачно
1643,2025-08-27,12:08,Столкновение,Средней тяжести,Железнодорожный,2,2,0,Ясно
1644,2025-08-27,08:29,Столкновение,Лёгкое,Ленинский,2,1,0,Дождь
1645,2025-08-27,08:51,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Дождь
1646,2025-08-27,07:42,Столкновение,Лёгкое,Ленинский,2,1,0,Облачно
1647,2025-08-28,12:16,Наезд на стоящее ТС,Средней тяжести,Кировский,2,2,0,Дождь
1648,2025-08-28,11:37,Наезд на стоящее ТС,Лёгкое,Железнодорожный,2,2,0,Ясно
1649,2025-08-28,20:11,Наезд на препятствие,Средней тяжести,Орджоникидзевский,1,2,0,Облачно
1650,2025-08-28,07:25,Столкновение,Лёгкое,Октябрьский,2,0,0,Дождь
1651,2025-08-28,16:03,Столкновение,Лёгкое,Верх-Исетский,2,1,0,Ясно
1652,2025-08-28,04:24,Наезд на препятствие,Лёгкое,Железнодорожный,1,1,0,Облачно
1653,2025-08-29,15:42,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Ясно
1654,2025-08-29,08:02,Столкновение,Лёгкое,Кировский,2,1,0,Ясно
1655,2025-08-29,16:21,Иное,Средней тяжести,Ленинский,2,2,0,Облачно
1656,2025-08-29,08:03,Столкновение,Лёгкое,Орджоникидзевский,3,1,0,Облачно
1657,2025-08-29,06:40,Столкновение,Лёгкое,Кировский,2,0,0,Облачно
1658,2025-08-29,17:17,Столкновение,Средней тяжести,Чкаловский,3,2,0,Облачно
1659,2025-08-29,08:18,Иное,Тяжёлое,Ленинский,1,1,2,Облачно
1660,2025-08-30,13:04,Иное,Лёгкое,Верх-Исетский,1,0,0,Ясно
1661,2025-08-30,09:35,Столкновение,Средней тяжести,Кировский,2,2,0,Ясно
1662,2025-08-30,16:43,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
1663,2025-08-30,10:31,Столкновение,Лёгкое,Верх-Исетский,2,2,0,Облачно
1664,2025-08-30,19:31,Наезд на препятствие,Лёгкое,Октябрьский,1,1,0,Дождь
1665,2025-08-30,08:10,Столкновение,Лёгкое,Орджоникидзевский,2,0,0,Дождь
1666,2025-08-31,19:31,Наезд на пешехода,Средней тяжести,Железнодорожный,1,3,0,Ясно
1667,2025-08-31,14:38,Столкновение,Лёгкое,Кировский,2,0,0,Дождь
1668,2025-08-31,16:49,Наезд на стоящее ТС,Тяжёлое,Октябрьский,2,1,0,Ясно
1669,2025-08-31,08:09,Столкновение,Лёгкое,Кировский,2,1,0,Ясно
1670,2025-08-31,09:57,Столкновение,Средней тяжести,Орджоникидзевский,2,3,0,Ясно
1671,2025-08-31,07:14,Падение пассажира,Лёгкое,Верх-Исетский,1,1,0,Ясно
1672,2025-08-31,17:18,Столкновение,Лёгкое,Железнодорожный,3,1,0,Облачно
1673,2025-08-31,22:49,Столкновение,Лёгкое,Чкаловский,3,1,0,Ясно
1674,2025-09-01,06:52,Столкновение,Средней тяжести,Кировский,2,2,0,Дождь
1675,2025-09-01,05:36,Столкновение,Средней тяжести,Железнодорожный,2,1,0,Дождь
1676,2025-09-01,18:12,Столкновение,Лёгкое,Верх-Исетский,2,0,0,Ясно
1677,2025-09-01,08:35,Столкновение,Средней тяжести,Октябрьский,2,1,0,Дождь
1678,2025-09-01,02:44,Столкновение,Лёгкое,Ленинский,3,1,0,Ясно
1679,2025-09-02,11:11,Наезд на препятствие,Лёгкое,Орджоникидзевский,1,0,0,Облачно
1680,2025-09-02,12:06,Наезд на пешехода,Лёгкое,Железнодорожный,1,0,0,Ясно
1681,2025-09-02,12:19,Наезд на пешехода,Средней тяжести,Октябрьский,1,3,0,Ясно
1682,2025-09-02,15:14,Наезд на стоящее ТС,Лёгкое,Ленинский,2,0,0,Дождь
1683,2025-09-02,18:19,Опрокидывание,Лёгкое,Кировский,1,0,0,Дождь
1684,2025-09-02,08:07,Иное,Лёгкое,Ленинский,2,0,0,Ясно
